Date,Open,High,Low,Close,Adj Close,Volume
2010-04-26,7.100000,7.100000,7.100000,7.100000,6.212802,0
2010-04-27,7.100000,7.100000,7.100000,7.100000,6.212802,0
2010-04-28,6.840000,6.840000,6.840000,6.840000,5.985292,2000
2010-04-29,6.840000,6.840000,6.840000,6.840000,5.985292,0
2010-04-30,6.840000,6.840000,6.840000,6.840000,5.985292,0
2010-05-03,6.840000,6.840000,6.840000,6.840000,5.985292,0
2010-05-04,7.000000,7.000000,7.000000,7.000000,6.125298,2000
2010-05-05,7.000000,7.000000,7.000000,7.000000,6.125298,0
2010-05-06,7.000000,7.000000,7.000000,7.000000,6.125298,0
2010-05-07,7.000000,7.000000,7.000000,7.000000,6.125298,0
2010-05-10,7.000000,7.000000,7.000000,7.000000,6.125298,0
2010-05-11,7.000000,7.000000,7.000000,7.000000,6.125298,0
2010-05-12,6.800000,6.800000,6.800000,6.800000,5.950290,1000
2010-05-13,6.800000,6.800000,6.800000,6.800000,5.950290,0
2010-05-14,6.710000,6.710000,6.710000,6.710000,5.871536,2000
2010-05-17,6.850000,6.850000,6.850000,6.850000,5.994041,4000
2010-05-18,6.850000,6.850000,6.850000,6.850000,5.994041,0
2010-05-19,6.850000,6.850000,6.850000,6.850000,5.994041,0
2010-05-20,6.800000,6.800000,6.800000,6.800000,5.950290,500
2010-05-21,6.800000,6.800000,6.800000,6.800000,5.950290,0
2010-05-24,6.800000,6.800000,6.800000,6.800000,5.950290,0
2010-05-25,6.510000,6.510000,6.510000,6.510000,5.696527,4000
2010-05-26,6.510000,6.510000,6.510000,6.510000,5.696527,0
2010-05-27,6.510000,6.510000,6.510000,6.510000,5.696527,0
2010-05-28,6.510000,6.510000,6.510000,6.510000,5.696527,0
2010-06-01,6.490000,6.490000,6.490000,6.490000,5.679026,1000
2010-06-02,6.490000,6.490000,6.490000,6.490000,5.679026,0
2010-06-03,6.490000,6.490000,6.490000,6.490000,5.679026,0
2010-06-04,6.490000,6.490000,6.490000,6.490000,5.679026,0
2010-06-07,6.490000,6.490000,6.490000,6.490000,5.679026,0
2010-06-08,6.490000,6.490000,6.490000,6.490000,5.679026,0
2010-06-09,6.490000,6.490000,6.490000,6.490000,5.679026,0
2010-06-10,6.490000,6.490000,6.490000,6.490000,5.679026,0
2010-06-11,6.490000,6.490000,6.490000,6.490000,5.679026,0
2010-06-14,6.490000,6.490000,6.490000,6.490000,5.679026,0
2010-06-15,6.490000,6.490000,6.490000,6.490000,5.679026,0
2010-06-16,6.490000,6.490000,6.490000,6.490000,5.679026,0
2010-06-17,6.490000,6.490000,6.490000,6.490000,5.679026,0
2010-06-18,6.620000,6.620000,6.620000,6.620000,5.792782,1500
2010-06-21,6.620000,6.620000,6.620000,6.620000,5.792782,0
2010-06-22,6.620000,6.620000,6.620000,6.620000,5.792782,0
2010-06-23,6.620000,6.620000,6.620000,6.620000,5.792782,0
2010-06-24,6.620000,6.620000,6.620000,6.620000,5.792782,0
2010-06-25,6.702000,6.702000,6.702000,6.702000,5.864535,20000
2010-06-28,6.800000,6.800000,6.800000,6.800000,5.950290,2000
2010-06-29,6.800000,6.800000,6.800000,6.800000,5.950290,0
2010-06-30,6.800000,6.800000,6.800000,6.800000,5.950290,0
2010-07-01,6.800000,6.800000,6.800000,6.800000,5.950290,0
2010-07-02,6.650000,6.650000,6.650000,6.650000,5.819034,2500
2010-07-06,6.650000,6.650000,6.650000,6.650000,5.819034,0
2010-07-07,6.650000,6.650000,6.650000,6.650000,5.819034,0
2010-07-08,6.650000,6.650000,6.650000,6.650000,5.819034,0
2010-07-09,6.650000,6.650000,6.650000,6.650000,5.819034,0
2010-07-12,6.700000,6.700000,6.700000,6.700000,5.862786,500
2010-07-13,6.730000,6.730000,6.730000,6.730000,5.889036,2500
2010-07-14,6.730000,6.730000,6.730000,6.730000,5.889036,0
2010-07-15,6.730000,6.730000,6.730000,6.730000,5.889036,0
2010-07-16,6.730000,6.730000,6.730000,6.730000,5.889036,0
2010-07-19,6.730000,6.730000,6.730000,6.730000,5.889036,0
2010-07-20,6.730000,6.730000,6.730000,6.730000,5.889036,0
2010-07-21,6.730000,6.730000,6.730000,6.730000,5.889036,0
2010-07-22,6.730000,6.730000,6.730000,6.730000,5.889036,0
2010-07-23,6.730000,6.730000,6.730000,6.730000,5.889036,0
2010-07-26,6.730000,6.730000,6.730000,6.730000,5.889036,0
2010-07-27,6.730000,6.730000,6.730000,6.730000,5.889036,0
2010-07-28,6.750000,6.750000,6.750000,6.750000,5.906538,1500
2010-07-29,6.750000,6.750000,6.750000,6.750000,5.906538,0
2010-07-30,6.750000,6.750000,6.750000,6.750000,5.906538,0
2010-08-02,6.750000,6.750000,6.750000,6.750000,5.906538,0
2010-08-03,6.750000,6.750000,6.750000,6.750000,5.906538,0
2010-08-04,6.750000,6.750000,6.750000,6.750000,5.906538,0
2010-08-05,6.750000,6.750000,6.750000,6.750000,5.906538,0
2010-08-06,6.750000,6.750000,6.750000,6.750000,5.906538,0
2010-08-09,6.930000,6.930000,6.930000,6.930000,6.064045,500
2010-08-10,6.930000,6.930000,6.930000,6.930000,6.064045,0
2010-08-11,6.930000,6.930000,6.930000,6.930000,6.064045,0
2010-08-12,6.930000,6.930000,6.930000,6.930000,6.064045,0
2010-08-13,6.930000,6.930000,6.930000,6.930000,6.064045,0
2010-08-16,6.930000,6.930000,6.930000,6.930000,6.064045,0
2010-08-17,6.930000,6.930000,6.930000,6.930000,6.064045,0
2010-08-18,6.930000,6.930000,6.930000,6.930000,6.064045,0
2010-08-19,6.930000,6.930000,6.930000,6.930000,6.064045,0
2010-08-20,6.930000,6.930000,6.930000,6.930000,6.064045,0
